Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,Fz,Cz,Pz,status
-1.1858461261560205e-14,-1.8634724839594607e-14,-1.6940658945086007e-15,0.0,1.2705494208814505e-14,1.6940658945086007e-14,1.6940658945086007e-15,-4.235164736271502e-15,4.0657581468206416e-14,0.0,5.929230630780102e-15,1.6940658945086007e-15,1.2705494208814505e-15,1.6940658945086007e-15,-1.6940658945086007e-15,5.929230630780102e-15,1.1858461261560205e-14,-3.3881317890172014e-15,-1.0164395367051604e-14,1
12.10866452515129,6.361277468201442,3.5566408703107038,5.922630364634447,5.683913380939366,5.889499398146497,5.392975548455678,5.777109926842575,0.28986829273051695,4.62757838989599,12.34126723564359,6.424974774088264,5.21059117800182,5.748213509777177,0.1688972016382695,6.035771683755789,5.89280147925846,5.365154218990595,5.737352206722897,1
21.782158266633946,11.300672880965935,5.7855524506427685,10.689989861375475,10.023743225742203,10.700161287209854,9.506202700546712,10.405527470935402,0.36746625491239854,8.299193804110244,22.16805073792364,11.503069047418412,9.289174132186265,10.168942048835987,-0.029330724144370775,10.781306041212508,10.46770212293118,9.66453377624144,10.353065451195926,1
27.24197347356409,13.848683942227368,5.832613563414825,13.508499002148142,12.118049665933711,13.675545191943378,11.47887133930353,13.090741427853088,0.1312888365100617,10.357999232965216,27.71872926188104,14.326535797062904,11.471634319250994,12.362043055815478,-0.7779903305105985,13.349064190208091,12.826035585732784,12.171236258941963,13.062514762924813,1
27.825665838106236,13.780336980796573,3.611796076759834,14.183060401934,11.791556812901538,14.59503945040981,11.13851310794899,13.626121259539064,-0.3485408052672963,10.64390776323809,28.48537501237018,14.707778662588037,11.595106733758428,12.140982730816516,-1.9682850169552992,13.520519909387314,12.762130613686239,12.714517238336287,13.640813153326851,1
24.1122613148177,11.654388668454573,-0.17066732757310554,13.15234412646612,9.625746660308202,13.814163540670231,9.033332770059703,12.429488683171906,-0.8437439223755244,9.51917693675541,25.301979439982386,13.211708041851681,10.122342630673943,10.079805273847047,-3.2181021194295356,11.786245544602371,10.806854216220774,11.706536576836605,12.463039488630693,1
17.683567876619115,8.595704363961705,-4.266975626369075,11.310657944869904,6.731765562898137,12.119835508868483,6.221425377386965,10.376558125906888,-1.0493898200599203,7.721091592516828,20.00968361521451,10.929401990023198,7.951287827870986,7.290542768188863,-4.01269208114562,9.154982345119002,8.028973463892754,9.973713597099158,10.353277485232056,1
10.616378822502323,5.899871326604989,-7.326440329972282,9.685166962833945,4.34752390223394,10.45293742920193,3.8907568269591386,8.489527363218444,-0.7082574584556682,6.094908021566475,14.81629095647546,9.078175664490908,6.079504400557969,5.031898338565863,-3.911445130515979,6.7977034723532626,5.663695484861491,8.454293440844795,8.297116109055134,1
4.858788168053362,4.581970263180136,-8.380179447477438,9.080593153031757,3.400008452862838,9.593264565180991,2.943809298414761,7.589485954117669,0.2673684867752719,5.2989520327896225,11.561862232515562,8.569524194672141,5.256170955986792,4.27829371278735,-2.7463044873325155,5.652245844062592,4.694836412538771,7.868324254843627,7.114237557867159,1
1.6959567836216705,5.030187392437204,-7.17374663839184,9.813555493943522,4.188686107009723,9.913825817615077,3.6888301378967094,8.029790807743703,1.717694886804046,5.579915068784894,11.1640378028753,9.699764713916815,5.712947912001069,5.406249519948833,-0.7492406923090088,6.124096899953208,5.533233337957676,8.477972235920175,7.199881656626184,1
1.4606341536401355,6.903230216407838,-4.243121023213577,11.629540715919479,6.311460484508422,11.285738625930968,5.757668282722742,9.605725909075783,3.2508092915482143,6.70590507902989,13.40734848231672,12.075790354683257,7.125353991489421,8.106671395490352,1.4737040718194154,7.984638814511797,7.904247458661158,10.02574481867661,8.426974554338837,1
3.5584881121461427,9.284778185125344,-0.7122118091155849,13.829224323181803,8.842820482632215,13.164214688653352,8.266149054683094,11.665151909103548,4.347652508261545,8.075940530905198,17.12435519126809,14.796215878437724,8.78127775351715,11.526390922422255,3.118929396058077,10.49626978254562,10.975326470589152,11.865218193987241,10.233271321357218,1
6.767215400305212,11.025089923948359,2.10368388298687,15.542550654281808,10.68780814265818,14.818004744555463,10.146116692101828,13.367220013645888,4.516153713307554,8.949855915810653,20.68565702670728,16.799969883054505,9.872294079081131,14.590118615620915,3.437736519182688,12.70455692808887,13.65962146270257,13.221230126646539,11.846760315931952,1
9.70345357591059,11.174362211187418,3.1697059276001256,16.060198205004472,11.00438364253795,15.60696381763017,10.55116886891451,14.003753292835475,3.4713421087650773,8.736872066447393,22.627939667406636,17.27780357296498,9.834516079017446,16.385710664860127,2.0156871566807126,13.797041458781674,15.009228557194687,13.498565670553669,12.582909893959071,1
11.292775513882974,9.339459040736054,2.0939768467233515,15.104661397765236,9.524578938810805,15.218917630848118,9.177034331094257,13.2623592203335,1.2608382356888044,7.229360206211153,22.175518656980135,15.98315927023296,8.59504241117976,16.485977847934723,-1.0378406616661886,13.392134071251553,14.553352746967368,12.516664808475332,12.098949700183226,1
11.081580193827525,5.8359462957040815,-0.7448520597751005,12.933155315326637,6.65552346809704,13.785034609668942,6.376711514101827,11.34256819786214,-1.710989545334073,4.69485436125021,19.482475720112344,13.32371802860774,6.611360147893148,15.075413990908833,-5.0734418482450225,11.66905622033121,12.455489742865726,10.580848820338195,10.514122962114044,1
9.299033741965246,1.5855745003469963,-4.346489893984954,10.242884291265108,3.32492701453157,11.824310691503548,3.0325156147563805,8.877004218795545,-4.77329015767807,1.7931273509251702,15.512592262960103,10.208612583902221,4.701601207005382,12.852927073955751,-9.063996283405427,9.284101731977898,9.440719750720302,8.362648077266247,8.355183403496966,1
6.685774102666048,-2.1941639890848657,-7.453179791422903,7.921230539625021,0.6376004104294,10.039605050823939,0.2359313130370214,6.691978296233243,-7.175583597430654,-0.6517834107655526,11.63708379533898,7.716610140976563,3.7293477939711885,10.756027087289466,-11.910573609566644,7.1130162957615894,6.533135028811437,6.643186500670949,6.354077713287581,1
4.170020451106282,-4.403473102154948,-8.995976826145162,6.729130920427231,-0.5313325373718255,9.053794879902089,-1.109688205197545,5.501828234857736,-8.316125411756502,-1.9422122792051302,9.106873301725885,6.705929208544831,4.259476195955554,9.60152862000425,-12.79757071704581,5.92452505276563,4.693336859100915,6.01273456290954,5.1745080532661865,1
2.505948523480731,-4.444525530012018,-8.465964120880384,7.029311777363643,0.1356029982274911,9.186121991163635,-0.623184633123992,5.648721122486656,-7.936348048784763,-1.757351943258739,8.593750668633367,7.500539598351081,6.3044136658791805,9.797707755536258,-11.47797081809256,6.106106825373921,4.483932514689349,6.637884660002522,5.16520463645867,1
2.012398677708443,-2.4278161337725415,-6.0802934495061,8.659052258944614,2.2794298636922554,10.327286166373415,1.4104116559387612,6.975307646300555,-6.213794199019986,-0.2734149687968131,9.973282090102087,9.776687068129707,9.280286424358668,11.2122378283166,-8.378333863966343,7.534065793524044,5.881661918252813,8.184554577970635,6.230134222218791,1
2.5023389776676357,0.8647851673909199,-2.6952551414403887,10.989661011848723,4.9922354743723085,11.977145865772462,4.137425966421102,8.88060953098984,-3.7191249069605123,1.8937498911965414,12.412859644353329,12.683511772407861,12.185022075049867,13.250965312544873,-4.4825349208564464,9.632708377004123,8.296034190851348,9.92743066349857,7.862768063938731,1
3.403428876168431,4.247640350395623,0.5080114110399689,13.155122308003946,7.146942902886834,13.430671511121593,6.440134534488489,10.543353203539986,-1.249291751401504,3.901831041980051,14.728395310968766,15.159577034095149,13.933992052583434,15.109495216458917,-1.0386745302774731,11.603128250553407,10.78947558827709,11.012644365031893,9.335672918892309,1
4.003838566050367,6.530905240393759,2.4390844197523722,14.3587973188269,7.810704795289352,14.038256790321904,7.340937349452615,11.227937712826956,0.41971882900639507,4.98053899512712,15.858375817008907,16.31960760417029,13.751461602668723,16.09410809860506,0.835072482013997,12.73132457387652,12.409295849756683,10.773490230673637,9.97155337363005,1
3.7275632491477113,6.921109253258379,2.4638609168709755,14.14777524215994,6.585360710285033,13.446560963962591,6.356070108880598,10.556938135684836,0.7688796980431956,4.703321577293121,15.268094607700974,15.7697701210706,11.465207891782372,15.888795330367104,0.5063117119417739,12.651285793163128,12.512665521947849,8.98270717114091,9.395127351168298,1
2.3350264190036905,5.278388127099029,0.5948966161374333,12.560188562173265,3.75604583803303,11.733210769367096,3.679417530290139,8.659389815650746,-0.2926918687491188,3.146841258686917,13.136480720098497,13.73904950879249,7.597838595470643,14.670035615120703,-1.9503450062424146,11.478158865525618,10.974727558867698,5.952900690275035,7.681222145447634,1
